Title,Time,Description,Source
"World News in Brief: ICJ to release emergency measures over Israel genocide allegations, Libya flood repair bill, leprosy stigma continues","Thu, 25 Jan 2024 20:20:44 GMT","Provisional measures are a type of temporary injunction or holding measure ahead of a final decision on the dispute.
Israel argued in presenting its case that the war on Hamas was one purely of defence and “not against the Palestinian people”.
That’s the urgent message from top UN-appointed human rights experts on Thursday who said that some 200,000 new cases of leprosy are registered each year worldwide.
A trader affected by leprosy waits for customers in Addis Ababa, Ethiopia.
Children, the elderly and women are particularly affected by leprosy and judgmental attitudes and policies towards the disease, along with minorities and indigenous peoples, the rights experts said.",https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyNC8wMS8xMTQ1OTA30gEA?oc=5
UN chief calls on countries to resume funding Gaza aid agency after allegations of militant ties,"Sun, 28 Jan 2024 07:13:29 GMT","The dispute engulfing the biggest provider of vital aid to Palestinians came as US officials said negotiators were closing in on a cease-fire agreement.
The emerging deal would bring a two-month halt to the deadliest-ever Israeli-Palestinian violence, which has stoked instability across the Middle East.
Antonio Guterres warned that the U.N. agency for Palestinian refugees, known as UNRWA, would be forced to scale back aid to more than 2 million Palestinians as soon as February.
The coastal enclave is in the grip of a severe humanitarian crisis, with a quarter of the population facing starvation.
The Hamas attack in southern Israel killed about 1,200 people, mostly civilians, and about 250 hostages were taken.",https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS93b3JsZC8yMDI0L0phbi8yOC91bi1jaGllZi1jYWxscy1vbi1jb3VudHJpZXMtdG8tcmVzdW1lLWZ1bmRpbmctZ2F6YS1haWQtYWdlbmN5LWFmdGVyLWFsbGVnYXRpb25zLW9mLW1pbGl0YW50LXRpZXMtMtIBnwFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9hbXAvc3Rvcnkvd29ybGQvMjAyNC9KYW4vMjgvdW4tY2hpZWYtY2FsbHMtb24tY291bnRyaWVzLXRvLXJlc3VtZS1mdW5kaW5nLWdhemEtYWlkLWFnZW5jeS1hZnRlci1hbGxlZ2F0aW9ucy1vZi1taWxpdGFudC10aWVzLTI?oc=5
US pauses funding to UN agency for Palestinians after claims staffers were involved in Hamas attack,"Sat, 27 Jan 2024 14:46:30 GMT","The agency, known by its acronym UNRWA, has been the main agency providing aid for Gaza’s population amid the humanitarian disaster caused by Israel’s offensive against Hamas in Gaza triggered by the Oct. 7 attack.
UNRWA officials did not comment on the impact that the U.S. halt in funding would have on its operations.
UNRWA has 13,000 staffers in Gaza, almost all of them Palestinians, ranging from teachers in schools that the agency runs to doctors, medical staff and aid workers.
The U.S. State Department said it was “extremely troubled” by the allegations against the UNRWA staffers and has temporarily paused additional funding for the agency.
Thousands of Palestinians fled the southern Gaza city of Khan Younis on Friday as fighting between Hamas militants and Israeli forces intensified.",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS93b3JsZC91cy1wYXVzZXMtZnVuZGluZy11bi1hZ2VuY3ktcGFsZXN0aW5pYW5zLXN0YWZmZXJzLWhhbWFzLWF0dGFjay05MTMwNTUzL9IBdGh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS93b3JsZC91cy1wYXVzZXMtZnVuZGluZy11bi1hZ2VuY3ktcGFsZXN0aW5pYW5zLXN0YWZmZXJzLWhhbWFzLWF0dGFjay05MTMwNTUzL2xpdGUv?oc=5
"Gaza War: यूएन एजेंसी पर हमास के हमले में मदद करने का आरोप, इस्राइल के दावे के बाद कई देशों ने रोकी फंडिंग","Sun, 28 Jan 2024 03:05:00 GMT","{""_id"":""65b5bc4bae31b9dd050e3ce7"",""slug"":""israel-claim-un-agency-unrwa-staff-helped-hamas-attack-usa-include-many-countries-halt-funding-2024-01-28"",""type"":""story"",""status"":""publish"",""title_hn"":""Gaza War: यूएन एजेंसी पर हमास के हमले में मदद करने का आरोप, इस्राइल के दावे के बाद कई देशों ने रोकी फंडिंग"",""category"":{""title"":""World"",""title_hn"":""दुनिया"",""slug"":""world""}}विस्तार Follow Usयह वीडियो/विज्ञापन हटाएंअमेरिका समेत कई देशों ने संयुक्त राष्ट्र की शरणार्थियों के लिए काम करने वाली एजेंसी की फंडिंग रोक दी है। दरअसल इस्राइल ने दावा किया है कि हमास द्वारा उनके देश पर 7 अक्तूबर को किए गए हमले में यूएन एजेंसी के स्टाफ ने भी मदद की थी। जिन देशों ने फंडिंग रोकी है, उनमें अमेरिका, ऑस्ट्रेलिया, कनाडा, ब्रिटेन, जर्मनी, इटली, नीदरलैंड, स्विट्जरलैंड और फिनलैंड शामिल हैं। जिस एजेंसी की फंडिंग रोकी गई है, वह यूएनआरडब्लूए (UNRWA) है।यूएनआरडब्लूए शरणार्थियों के लिए काम करने वाली एजेंसी हैं और गाजा में मानवीय मदद पहुंचाने में इसकी अहम भूमिका है। यही वजह है कि जब देशों ने एजेंसी की फंडिंग रोकने का एलान किया तो एजेंसी के कमिश्नर जनरल फिलिप लाजारनी ने इस पर दुख जताया और कहा कि 'गाजा के फिलस्तीनियों को अब और सजा नहीं मिलनी चाहिए। इसका दाग हम पर सब पर लगेगा।' लाजारनी ने कहा कि फंडिंग रोकने के फैसले से उनके द्वारा किए जा रहे मानवीय कार्य प्रभावित होंगे और खासकर गाजा में समस्या बढ़ेगी। यूएनआरडब्लूए ने शुक्रवार को बताया कि इसके स्टाफ पर जो आरोप लगे हैं, उसकी जांच की जा रही है।इस्राइल के विदेश मंत्री इस्राइल काट्ज ने यूएनआरडब्लूए पर आरोप लगाते हुए कहा कि इस एजेंसी के इस्लामिक आतंकियों से संबंध हैं और उन्होंने सलाह दी कि गाजा में लड़ाई समाप्त होने के बाद इस एजेंसी को किसी दूसरी एजेंसी से बदल देना चाहिए। यूएनआरडब्लूए का गठन साल 1948 में गाजा, लेबनान, जॉर्डन, सीरिया के शरणार्थियों की मदद के लिए बनाया गया था। इस्राइल द्वारा गाजा पर हमले के बाद से यही एजेंसी फिलस्तीनियों को मानवीय मदद पहुंचा रही है।फिलस्तीन लिबरेशन ऑर्गेनाइजेशन के प्रमुख हुसैन अल शेख ने कहा कि एजेंसी की मदद रोकने से गाजा में गंभीर राजनीतिक और मानवीय मदद संबंधी संकट पैदा हो सकता है। उन्होंने फंडिंग रोकने वाले देशों से अपना फैसला वापस लेने की अपील की। यूएनआरडब्लूए में सबसे बड़ा दानदाता जर्मनी है और उसने जांच का स्वागत किया है। जर्मनी ने कहा है कि 'वह इस्राइल के आरोपों से बेहद चिंतित हैं और हम यूएन एजेंसी के स्टाफ में किसी भी तरह की हिंसा को बिल्कुल बर्दाश्त नहीं करेंगे।'",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5hbWFydWphbGEuY29tL3dvcmxkL2lzcmFlbC1jbGFpbS11bi1hZ2VuY3ktdW5yd2Etc3RhZmYtaGVscGVkLWhhbWFzLWF0dGFjay11c2EtaW5jbHVkZS1tYW55LWNvdW50cmllcy1oYWx0LWZ1bmRpbmctMjAyNC0wMS0yONIBjQFodHRwczovL3d3dy5hbWFydWphbGEuY29tL2FtcC93b3JsZC9pc3JhZWwtY2xhaW0tdW4tYWdlbmN5LXVucndhLXN0YWZmLWhlbHBlZC1oYW1hcy1hdHRhY2stdXNhLWluY2x1ZGUtbWFueS1jb3VudHJpZXMtaGFsdC1mdW5kaW5nLTIwMjQtMDEtMjg?oc=5
Israel: హమాస్‌ మారణహోమంలో ఐరాస ఉద్యోగుల పాత్ర..  ఇజ్రాయెల్‌ స్పందన ఇదే..,"Sat, 27 Jan 2024 16:08:00 GMT",,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LmVlbmFkdS5uZXQvdGVsdWd1LW5ld3Mvd29ybGQvaXNyYWVsLXNheXMtd2lsbC1zZWVrLXRvLXN0b3AtdW4tYWdlbmN5LWFjdGl2aXRpZXMtaW4tZ2F6YS1hZnRlci13YXIvMDgwMC8xMjQwMTc3NDbSAXxodHRwczovL3d3dy5lZW5hZHUubmV0L3RlbHVndS1uZXdzL3dvcmxkL2lzcmFlbC1zYXlzLXdpbGwtc2Vlay10by1zdG9wLXVuLWFnZW5jeS1hY3Rpdml0aWVzLWluLWdhemEtYWZ0ZXItd2FyLzA4MDAvMTI0MDE3NzQ2?oc=5
Has the war on Gaza hurt Israel’s economy?,"Sat, 27 Jan 2024 07:43:02 GMT","Israel’s war on Gaza, now well into its fourth month, has taken a toll on its own economy with many industries pausing business even as a few continue to get new investments.
Essentially, it was a high-profile delegation showing the Israeli tech sector support amid this war.
With a $3.2bn grant from the Israeli government, Intel’s planned investment is a big boost to Israel’s tech sector amid this war.
Across Israel, construction projects have been paused since October and Israel indefinitely froze worker permits for Palestinians who make up 65-70 percent of the workforce in Israel’s construction sector.
In November, the Israel Builders Association said that Israel’s construction industry was operating at roughly 15 percent of its pre-October 7 capacity.",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZWNvbm9teS8yMDI0LzEvMjcvaGFzLXRoZS13YXItb24tZ2F6YS1odXJ0LWlzcmFlbHMtZWNvbm9tedIBWGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL2Vjb25vbXkvMjAyNC8xLzI3L2hhcy10aGUtd2FyLW9uLWdhemEtaHVydC1pc3JhZWxzLWVjb25vbXk?oc=5
How Israel is responding to the ICJ ruling,"Sat, 27 Jan 2024 10:46:42 GMT","The ICJ’s order to Israel to stop acts of genocide marks a watershed in the Gaza war.
Part 1: What does the ICJ ruling mean for Israel?
The court has ruled the people of Gaza must be protected from genocidal acts carried out by Israel.
Part 2: Mohammed el-Kurd on Palestinian resistanceWriter and journalist Mohammed el-Kurd in a video essay on Palestinian resistance and the Western media’s warped coverage of Palestine.
Contributor:Mohammed el-Kurd – Writer and journalistPart 3: India: Temple opening or election campaign kickoff?",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vcHJvZ3JhbS90aGUtbGlzdGVuaW5nLXBvc3QvMjAyNC8xLzI3L2hvdy1pc3JhZWwtaXMtcmVzcG9uZGluZy10by10aGUtaWNqLXJ1bGluZ9IBbWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL3Byb2dyYW0vdGhlLWxpc3RlbmluZy1wb3N0LzIwMjQvMS8yNy9ob3ctaXNyYWVsLWlzLXJlc3BvbmRpbmctdG8tdGhlLWljai1ydWxpbmc?oc=5
Israel-bound Indian workers | Risking life for a living,"Fri, 26 Jan 2024 20:05:00 GMT","Trade Unions were aghast that the government would wilfully send its citizens into a war zone.
When he heard about the job vacancies in Israel over a YouTube channel, he decided to apply for the same job, in person.
There’s a high interest in these jobs,” he says, adding that roughly 5,000 workers applied during the online application process in U.P.
To qualify, candidates must have no previous employment in Israel and no immediate family residing or employed in Israel.
“I finished in half the time allocated.” He will head back to his village at night, and wait for the results.",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3Jpc2tpbmctbGlmZS1mb3ItYS1saXZpbmcvYXJ0aWNsZTY3NzgwMDQ2LmVjZdIBWWh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL25hdGlvbmFsL3Jpc2tpbmctbGlmZS1mb3ItYS1saXZpbmcvYXJ0aWNsZTY3NzgwMDQ2LmVjZS9hbXAv?oc=5
ABC News Presenter Antoinette Lattouf Sacked After Instagram Post On Israel-Hamas War,"Sat, 27 Jan 2024 11:34:25 GMT","Antoinette Lattouf, a senior journalist and presenter, was fired from her position as a host on an Australian Broadcasting Corporation (ABC) radio show, leading to public outrage.
This is the post she had shared on her Instagram:The ABC, emphasising impartiality and strict social media rules, let her go for sharing one such post.
Antoinette Lattouf's social media post followed ABC's own coverage of the report.
Lattouf alleges that other ABC employees also shared the post, and she believes she is being treated differently because of racism.
According to ABC, Lattouf was taken off-air because she refused to comply with directions not to post controversial content on social media.",https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5uZHR2LmNvbS93b3JsZC1uZXdzL25ld3MtcHJlc2VudGVyLWFudG9pbmV0dGUtbGF0dG91ZnMtZmlyaW5nLW92ZXItaXNyYWVsLWdhemEtcG9zdC1zcGFya3MtY29udHJvdmVyc3ktaW4tYXVzdHJhbGlhLTQ5NDE3NTbSAY0BaHR0cHM6Ly93d3cubmR0di5jb20vd29ybGQtbmV3cy9uZXdzLXByZXNlbnRlci1hbnRvaW5ldHRlLWxhdHRvdWZzLWZpcmluZy1vdmVyLWlzcmFlbC1nYXphLXBvc3Qtc3BhcmtzLWNvbnRyb3ZlcnN5LWluLWF1c3RyYWxpYS00OTQxNzU2L2FtcC8x?oc=5
World reacts to ICJ interim ruling in Gaza genocide case against Israel,"Sat, 27 Jan 2024 11:48:45 GMT","The International Court of Justice (ICJ) delivered its interim ruling on the emergency measures requested by South Africa in its genocide case against Israel over its war in Gaza.
QatarWelcoming the interim ruling, Qatar said Israel must adopt all measures to stop committing acts under the Genocide Convention in its war against Gaza.
“The International Court of Justice did not rule on the merits of the case but ordered provisional measures in interim proceedings.
Amnesty InternationalIt said the ruling was important and “Israel must comply with key ICJ ruling ordering it do all in its power to prevent genocide against Palestinians in Gaza”.
“Belgium takes note of the order of the International Court of Justice on the request for the indication of provisional measures.",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzEvMjYvd29ybGQtcmVhY3RzLXRvLWljai1ydWxpbmctb24tc291dGgtYWZyaWNhcy1nZW5vY2lkZS1jYXNlLWFnYWluc3QtaXNyYWVs0gF1aHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDI0LzEvMjYvd29ybGQtcmVhY3RzLXRvLWljai1ydWxpbmctb24tc291dGgtYWZyaWNhcy1nZW5vY2lkZS1jYXNlLWFnYWluc3QtaXNyYWVs?oc=5
"Nine countries halt funding UN agency in Gaza, Israel says ‘UNRWA must be replaced’","Sun, 28 Jan 2024 02:02:02 GMT","Six European nations—Britain, Germany, Italy, the Netherlands, Switzerland, and Finland on Saturday suspended funding for the United Nations Relief and Works Agency for Palestine Refugees (UNRWA).
This decision follows accusations that some UNRWA staff were implicated in the October 7 Hamas attacks on Israel.
""Palestinians in Gaza did not need this additional collective punishment,"" Philippe Lazzarini, UNRWA commissioner-general, said on X.
Agency's role in Gaza aidUNRWA was established to assist refugees displaced during the 1948 war at the founding of Israel.
The agency provides education, health, and aid services to Palestinians in Gaza, the West Bank, Jordan, Syria, and Lebanon.",https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy93b3JsZC91bml0ZWQtbmF0aW9ucy1yZWxpZWYtYW5kLXdvcmtzLWFnZW5jeS1mb3ItcGFsZXN0aW5lLXJlZnVnZWVzLWZ1bmRpbmctaXNyYWVsLWdhemEtd2FyLXVucndhLWxhenphcmluaS0xMTcwNjQwNTA1NDE4My5odG1s0gEA?oc=5
Watch: Hamas releases new video showing 3 female Israeli hostages begging to be released from Gaza,"Sat, 27 Jan 2024 03:58:02 GMT","Jan 27, 2024, 09:28AM ISTSource: TOI.inHamas released a video showing three Israeli hostages in Gaza, identified as Daniella Gilboa, Karina Ariev, and Doron Steinbrecher, kidnapped during an October 7 attack.
The captives, unseen since, become central in calls for Hamas-Israel negotiations.
The attack, catching Israeli defenses off guard, resulted in significant casualties and abductions.",https://news.google.com/rss/articles/CBMisQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS92aWRlb3MvdG9pLW9yaWdpbmFsL3dhdGNoLWhhbWFzLXJlbGVhc2VzLW5ldy12aWRlby1zaG93aW5nLTMtZmVtYWxlLWlzcmFlbGktaG9zdGFnZXMtYmVnZ2luZy10by1iZS1yZWxlYXNlZC1mcm9tLWdhemEvdmlkZW9zaG93LzEwNzE3ODc1MC5jbXPSAbUBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vdmlkZW9zL3RvaS1vcmlnaW5hbC93YXRjaC1oYW1hcy1yZWxlYXNlcy1uZXctdmlkZW8tc2hvd2luZy0zLWZlbWFsZS1pc3JhZWxpLWhvc3RhZ2VzLWJlZ2dpbmctdG8tYmUtcmVsZWFzZWQtZnJvbS1nYXphL2FtcF92aWRlb3Nob3cvMTA3MTc4NzUwLmNtcw?oc=5
"इजराइल बोला- हमास अटैक में शामिल था UN स्टाफ: 12 कर्मचारी बर्खास्त, अमेरिका समेत 9 देशों ने UN एजेंसी की फंडिंग रोकी","Sun, 28 Jan 2024 00:51:59 GMT","Hindi NewsInternationalIsrael Hamas Gaza War Update; US UK Vs UN UNRW Funding | Gaza Strip Attacksइजराइल बोला- हमास अटैक में शामिल था UN स्टाफ: 12 कर्मचारी बर्खास्त, अमेरिका समेत 9 देशों ने UN एजेंसी की फंडिंग रोकी9 घंटे पहलेकॉपी लिंकतस्वीर गाजा के खान यूनिस की है। इजराइली हमलों में मारे गए लोगों के परिजन उनके शव ले जाते दिख रहे हैं।इजराइल-हमास जंग के बीच अमेरिका समेत 6 देशों ने संयुक्त राष्ट्र संघ यानी UN की एक एजेंसी की फंडिंग बंद कर दी है। इजराइल ने UNRW नाम की संस्था के 12 कर्मचारियों पर हमास के आतंकियों के साथ मिलकर 7 अक्टूबर के हमले में शामिल होने के आरोप लगाए थे। इसके बाद एजेंसी ने इन सभी को बर्खास्त कर दिया।UNRWA के चीफ फिलिपे लजारिनी ने कहा कि एजेंसी की साख को बचाने के लिए सभी आरोपियों को बर्खास्त करने का फैसला किया गया। इस एजेंसी को 1948 में उन फिलिस्तीनियों को राहत पहुंचाने के लिए बनाया था, जो इजराइली कब्जे में बेघर हो गए थे।फिलहाल ये एजेंसी गाजा, वेस्ट बैंक, सीरिया, जॉर्डन और लेबनान में 60 लाख लोगों की मदद कर रही है।इसका आम नागरिकों तक राहत का सामान पहुंचाना और उनकी मदद करना है। अब तक अमेरिका, ब्रिटेन, फिनलैंड, कनाडा, ऑस्ट्रेलिया, इटली, जर्मनी, फिनलैंड और स्विटजरलैंड UNRWA को फंड देना बंद करने की घोषणा कर चुके हैं।तस्वीर गाजा पट्टी के खान यूनिस की है, जहां खाना लेने के लिए लोग लाइनों में लगे हैं।गाजा बॉर्डर तक पहुंचने लगे यहूदी सेटलर्सयहूदी सेटलर्स अब गाजा बॉर्डर के पास पहुंचने लगे हैं। अलजजीरा के मुताबिक सेटलर्स वो यहूदी हैं जिन्हें इजराइल की सरकार फिलिस्तीनी इलाकों में बसाती है। टाइम्स ऑफ इजराइल के मुताबिक गुरुवार को कुछ सेटलर्स ने 2 इजराइली बच्चों को देश का झंडा थमाकर गाजा बॉर्डर के नीचे से गाजा पट्टी की तरफ भेजा दिया। वीडियो में एक शख्स बच्चों को कह रहा है झंडा अच्छे से लगाओ।तस्वीर में एक बच्चा गाजा बॉर्डर पर फेंसिंग पार करते हुए दिख रहा है।इजराइल का दावा- हमास के खिलाफ हुए गाजा के लोगइजराइल डिफेंस फोर्सेस के प्रवक्ता एविचे अद्राई ने दावा किया है कि गाजा के लोग हमास के खिलाफ हो गए हैं। वो गाजा पट्टी से हमास की हुकुमत को उखाड़ फेंकने के नारे लगा रहे हैं। इजराइल का कहना है कि उन्होंने खान यूनिस से लोगों को निकालने के लिए एक कॉरिडोर बनाया है।गाजा के लोगों का कहना है कि हमास उन्हें निकलने से रोक रहा है। वहीं, अमेरिकी मीडिया हाउस CNN ने दावा किया है कि सफेद झंडे लेकर गाजा छोड़ते लोगों पर गोलीबारी की जा रही है। एक वीडियो में कुछ लोग सेफ कॉरिडोर के जरिए गाजा छोड़ते दिखाई दे रहे हैं। इसमें एक बुजुर्ग महिला एक बच्चे का हाथ पकड़कर जाती दिखाई दे रही है। बच्चे के हाथ में एक सफेद झंडा है। अचनाक से कहीं से गोली चलती है और बुजुर्ग महिला गिर जाती है।फुटेज में बुजुर्ग महिला गिरते हुए दिखाई दे रही है।इजराइल पर जनसंहार का मुकदमा, क्या बोले भारतीय जजइंटरनेशनल कोर्ट ऑफ जस्टिस (ICJ) के जिन जजों ने शनिवार को गाजा में जनसंहार के मुद्दे पर सुनवाई की उनमें भारतीय जज जस्टिस दलवीर भंडारी भी शामिल थे। ICJ के आदेश का जस्टिस भंडारी ने उसका समर्थन किया।उन्होंने कहा कि गाजा में क्रूरता हो रही है। इसकी कड़े शब्दों में निंदा की जानी चाहिए। उन्होंने ये भी कहा कि 7 अक्टूबर 2023 को बंधक बनाए गए इजराइली नागरिकों को बिना शर्त तुरंत छोड़ा जाना चाहिए। वही, ICJ की सुनवाई के बीच UN के अधिकारी ने कहा है कि गाजा में 20 लाख लोग भूख की कगार पर हैं। जंग को तुरंत रोका जाना चाहिए।",https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5iaGFza2FyLmNvbS9pbnRlcm5hdGlvbmFsL25ld3MvdW5yd2Etc2Fja3Mtc3RhZmZlcnMtd2hvLWFsbGVnZWRseS1wYXJ0aWNpcGF0ZWQtaW4tb2N0LTctYXR0YWNrLXVzLWhhbHRzLWZ1bmRpbmctMTMyNTA0MDkwLmh0bWzSAY4BaHR0cHM6Ly93d3cuYmhhc2thci5jb20vYW1wL2ludGVybmF0aW9uYWwvbmV3cy91bnJ3YS1zYWNrcy1zdGFmZmVycy13aG8tYWxsZWdlZGx5LXBhcnRpY2lwYXRlZC1pbi1vY3QtNy1hdHRhY2stdXMtaGFsdHMtZnVuZGluZy0xMzI1MDQwOTAuaHRtbA?oc=5
"Top news of the day: International Court of Justice orders Israel to prevent genocide in Gaza; JD(U) says it’s firmly with INDIA, but wants Congress to introspect, and more","Fri, 26 Jan 2024 13:41:00 GMT","It was ruling on the nine provisional measures requested by South Africa in its genocide claim against Israel.
The court also directed Israel to allow the entry of basic services and humanitarian assistance for Palestinians in Gaza.
Highlighting that the interim ruling creates binding international legal obligations for Israel, Judge Joan E. Donoghue, the court’s President, ordered Israel to report to it within a month on the steps taken to ensure compliance.
Former Prime Minister Morarji Desai, as Finance Minister, had presented five annual Budgets and one interim Budget between 1959-1964.
The U.N. trade body has sounded an alarm saying that global trade is being disrupted by due to multiple issues.",https://news.google.com/rss/articles/CBMi1wFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy90b3AtbmV3cy1vZi10aGUtZGF5LWludGVybmF0aW9uYWwtY291cnQtb2YtanVzdGljZS1vcmRlcnMtaXNyYWVsLXRvLXByZXZlbnQtZ2Vub2NpZGUtaW4tZ2F6YS1qZHUtc2F5cy1pdHMtZmlybWx5LXdpdGgtaW5kaWEtYnV0LXdhbnRzLWNvbmdyZXNzLXRvLWludHJvc3BlY3QtYW5kLW1vcmUvYXJ0aWNsZTY3NzgwMjU4LmVjZdIB3AFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy90b3AtbmV3cy1vZi10aGUtZGF5LWludGVybmF0aW9uYWwtY291cnQtb2YtanVzdGljZS1vcmRlcnMtaXNyYWVsLXRvLXByZXZlbnQtZ2Vub2NpZGUtaW4tZ2F6YS1qZHUtc2F5cy1pdHMtZmlybWx5LXdpdGgtaW5kaWEtYnV0LXdhbnRzLWNvbmdyZXNzLXRvLWludHJvc3BlY3QtYW5kLW1vcmUvYXJ0aWNsZTY3NzgwMjU4LmVjZS9hbXAv?oc=5
